<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
BTCUSD;D;20210322;000000;57368.8000000;58403.2000000;53775.0000000;54095.1000000;6156
BTCUSD;D;20210323;000000;54098.2000000;55814.9000000;53011.0000000;54351.3000000;5033
BTCUSD;D;20210324;000000;54341.2000000;57200.0000000;51641.8000000;52293.8000000;7897
BTCUSD;D;20210325;000000;52280.4000000;53219.9000000;50436.3000000;51314.9000000;6483
BTCUSD;D;20210326;000000;51318.2000000;55107.0000000;51239.1000000;55062.2000000;4954
BTCUSD;D;20210327;000000;55062.1000000;56668.0000000;54000.0000000;55852.4000000;3969
BTCUSD;D;20210328;000000;55852.5000000;56550.0000000;54690.9000000;55782.0000000;3563
BTCUSD;D;20210329;000000;55782.3000000;58619.7000000;54919.0000000;57624.2000000;5885
BTCUSD;D;20210330;000000;57627.5000000;59380.0000000;57055.0000000;58781.0000000;3942
BTCUSD;D;20210331;000000;58781.1000000;59800.0000000;56813.8000000;58786.2000000;5452
BTCUSD;D;20210401;000000;58780.4000000;59474.6000000;57917.1000000;58732.9000000;2450
BTCUSD;D;20210402;000000;58732.9000000;60025.0000000;58500.0000000;59020.7000000;4200
BTCUSD;D;20210403;000000;59020.7000000;59867.1000000;56955.0000000;57099.0000000;3553
BTCUSD;D;20210404;000000;57099.0000000;58495.6000000;56468.4000000;58195.0000000;2189
BTCUSD;D;20210405;000000;58195.1000000;59278.1000000;56820.0000000;59120.0000000;3423
BTCUSD;D;20210406;000000;59120.0000000;59462.8000000;57377.1000000;58017.1000000;2657
BTCUSD;D;20210407;000000;58017.2000000;58652.1000000;55460.0000000;55928.5000000;5048
BTCUSD;D;20210408;000000;55936.6000000;58159.1000000;55728.0000000;58036.9000000;2514
BTCUSD;D;20210409;000000;58037.0000000;58890.4000000;57538.3000000;58110.0000000;3099
BTCUSD;D;20210410;000000;58110.0000000;61207.0000000;57882.0000000;59775.6000000;5892
BTCUSD;D;20210411;000000;59760.9000000;60652.6000000;59178.7000000;59956.0000000;2616
BTCUSD;D;20210412;000000;59967.9000000;61200.0000000;59420.0000000;59823.7000000;3521
BTCUSD;D;20210413;000000;59823.7000000;63882.5000000;59781.2000000;63587.2000000;6336
BTCUSD;D;20210414;000000;63581.0000000;64900.0000000;61315.0000000;62969.0000000;6028
BTCUSD;D;20210415;000000;62963.0000000;63830.0000000;62050.0000000;63243.0000000;2860
BTCUSD;D;20210416;000000;63243.1000000;63593.1000000;60100.0000000;61455.0000000;5829
BTCUSD;D;20210417;000000;61455.1000000;62636.4000000;59702.4000000;60085.2000000;3142
BTCUSD;D;20210418;000000;60085.2000000;60403.2000000;51017.1000000;56239.8000000;12577
BTCUSD;D;20210419;000000;56227.5000000;57594.7000000;54228.9000000;55720.0000000;6650
BTCUSD;D;20210420;000000;55720.0000000;57110.4000000;53388.3000000;56500.0000000;7804
BTCUSD;D;20210421;000000;56500.0000000;56805.5000000;53600.0000000;53815.2000000;4788
BTCUSD;D;20210422;000000;53815.3000000;55459.4000000;50500.0000000;51730.0000000;10144
BTCUSD;D;20210423;000000;51709.3000000;52124.4000000;47549.3000000;51178.7000000;11159
BTCUSD;D;20210424;000000;51178.6000000;51200.0000000;48746.4000000;50093.4000000;4039
BTCUSD;D;20210425;000000;50085.7000000;50580.4000000;47000.0000000;49106.5000000;5239
BTCUSD;D;20210426;000000;49112.6000000;54419.5000000;48828.6000000;54051.9000000;6729
BTCUSD;D;20210427;000000;54056.1000000;55500.0000000;53333.4000000;55078.7000000;3214
BTCUSD;D;20210428;000000;55077.4000000;56500.0000000;53868.4000000;54899.3000000;3686
BTCUSD;D;20210429;000000;54886.1000000;55246.3000000;52390.2000000;53579.6000000;4530
BTCUSD;D;20210430;000000;53579.7000000;57987.8000000;53071.6000000;57780.0000000;4817
BTCUSD;D;20210501;000000;57780.3000000;58525.5000000;57070.0000000;57859.2000000;2688
BTCUSD;D;20210502;000000;57859.0000000;57959.5000000;56101.0000000;56618.5000000;2372
BTCUSD;D;20210503;000000;56618.6000000;58981.4000000;56505.0000000;57193.5000000;3959
BTCUSD;D;20210504;000000;57193.4000000;57214.4000000;53100.1000000;53239.4000000;6120
BTCUSD;D;20210505;000000;53201.1000000;57999.8000000;53000.0000000;57497.1000000;5053
BTCUSD;D;20210506;000000;57494.2000000;58420.2000000;55309.0000000;56421.1000000;3816
BTCUSD;D;20210507;000000;56421.0000000;58700.0000000;55320.0000000;57383.0000000;4493
BTCUSD;D;20210508;000000;57388.0000000;59521.4000000;57000.0000000;58953.8000000;4319
BTCUSD;D;20210509;000000;58951.5000000;59264.0000000;56326.0000000;58293.1000000;4280
BTCUSD;D;20210510;000000;58320.5000000;59598.8000000;53470.0000000;55888.1000000;6706
BTCUSD;D;20210511;000000;55887.6000000;56949.9000000;54538.5000000;56747.5000000;3816
BTCUSD;D;20210512;000000;56754.7000000;57983.6000000;48605.0000000;49502.7000000;8462
BTCUSD;D;20210513;000000;49502.7000000;51412.4000000;45000.0000000;49675.2000000;13358
BTCUSD;D;20210514;000000;49675.2000000;51540.0000000;48886.0000000;49899.0000000;5362
BTCUSD;D;20210515;000000;49899.0000000;50827.3000000;46600.0000000;46771.1000000;5672
BTCUSD;D;20210516;000000;46761.0000000;49828.8000000;43824.3000000;46482.4000000;8209
BTCUSD;D;20210517;000000;46474.7000000;46648.5000000;42111.2000000;43551.8000000;11238
BTCUSD;D;20210518;000000;43551.9000000;45823.4000000;42297.9000000;42895.2000000;7805
BTCUSD;D;20210519;000000;42898.4000000;43562.0000000;29800.0000000;36742.3000000;32688
BTCUSD;D;20210520;000000;36765.2000000;42559.8000000;35000.0000000;40614.6000000;14149
BTCUSD;D;20210521;000000;40609.6000000;42270.6000000;33533.9000000;37331.7000000;17023
BTCUSD;D;20210522;000000;37329.1000000;38841.7000000;35250.2000000;37468.3000000;9119
BTCUSD;D;20210523;000000;37474.8000000;38269.7000000;31078.7000000;34718.8000000;14833
BTCUSD;D;20210524;000000;34718.8000000;39989.9000000;34420.8000000;38833.8000000;11059
BTCUSD;D;20210525;000000;38843.0000000;39841.8000000;36500.0000000;38388.1000000;9236
BTCUSD;D;20210526;000000;38373.3000000;40893.6000000;37828.7000000;39283.9000000;9234
BTCUSD;D;20210527;000000;39290.0000000;40398.0000000;37230.0000000;38516.4000000;5898
BTCUSD;D;20210528;000000;38537.1000000;38872.0000000;34719.0000000;35683.9000000;9066
BTCUSD;D;20210529;000000;35683.8000000;37300.0000000;33652.8000000;34616.6000000;5845
BTCUSD;D;20210530;000000;34631.9000000;36491.0000000;33423.2000000;35673.8000000;4455
BTCUSD;D;20210531;000000;35667.9000000;37512.8000000;34200.0000000;37303.8000000;6225
BTCUSD;D;20210601;000000;37273.1000000;37934.3000000;35748.0000000;36676.3000000;5703
BTCUSD;D;20210602;000000;36676.4000000;38209.2000000;35929.2000000;37565.3000000;6308
BTCUSD;D;20210603;000000;37565.3000000;39471.0000000;37159.1000000;39196.6000000;5230
BTCUSD;D;20210604;000000;39212.3000000;39249.8000000;35576.7000000;36847.7000000;4992
BTCUSD;D;20210605;000000;36857.6000000;37935.8000000;34825.9000000;35534.6000000;5533
BTCUSD;D;20210606;000000;35532.2000000;36479.5000000;35251.1000000;35789.0000000;3188
BTCUSD;D;20210607;000000;35783.2000000;36796.3000000;33334.3000000;33587.6000000;6166
BTCUSD;D;20210608;000000;33578.6000000;34059.4000000;31017.4000000;33420.0000000;10548
BTCUSD;D;20210609;000000;33409.7000000;37500.0000000;32420.4000000;37396.4000000;9357
BTCUSD;D;20210610;000000;37398.9000000;38399.0000000;35803.7000000;36678.4000000;7733
BTCUSD;D;20210611;000000;36684.5000000;37654.3000000;35952.7000000;37322.2000000;5218
BTCUSD;D;20210612;000000;37322.2000000;37449.5000000;34680.0000000;35544.9000000;5765
BTCUSD;D;20210613;000000;35544.9000000;39409.4000000;34801.0000000;39034.6000000;6771
BTCUSD;D;20210614;000000;39035.7000000;41068.9000000;38734.1000000;40530.8000000;9384
BTCUSD;D;20210615;000000;40529.1000000;41341.8000000;39461.1000000;40166.6000000;6924
BTCUSD;D;20210616;000000;40167.3000000;40493.0000000;38120.0000000;38337.1000000;6487
BTCUSD;D;20210617;000000;38337.1000000;39561.4000000;37405.0000000;38078.2000000;6003
BTCUSD;D;20210618;000000;38078.2000000;38193.1000000;35126.0000000;35824.0000000;6558
BTCUSD;D;20210619;000000;35824.0000000;36450.0000000;34901.0000000;35490.5000000;4485
BTCUSD;D;20210620;000000;35484.2000000;36112.2000000;33370.0000000;35595.0000000;6286
BTCUSD;D;20210621;000000;35595.7000000;35750.8000000;31260.0000000;31655.2000000;11396
BTCUSD;D;20210622;000000;31620.6000000;33290.0000000;28816.6000000;32516.2000000;16189
BTCUSD;D;20210623;000000;32516.5000000;34879.4000000;32402.3000000;33683.3000000;6291
BTCUSD;D;20210624;000000;33685.8000000;35311.2000000;32333.0000000;34666.6000000;4824
BTCUSD;D;20210625;000000;34669.6000000;35509.1000000;31278.3000000;31583.7000000;6445
BTCUSD;D;20210626;000000;31577.3000000;32691.1000000;30179.0000000;32277.0000000;5160
BTCUSD;D;20210627;000000;32275.9000000;34700.0000000;32025.0000000;34675.3000000;4214
BTCUSD;D;20210628;000000;34700.0000000;35288.1000000;33872.6000000;34472.0000000;3680
BTCUSD;D;20210629;000000;34475.9000000;36643.2000000;34268.0000000;35903.3000000;4468
BTCUSD;D;20210630;000000;35876.6000000;36090.7000000;34066.0000000;35046.2000000;5224
BTCUSD;D;20210701;000000;35070.4000000;35070.4000000;32717.2000000;33532.4000000;4024
BTCUSD;D;20210702;000000;33513.6000000;34000.0000000;32721.4000000;33802.9000000;2763
BTCUSD;D;20210703;000000;33802.8000000;34930.0000000;33348.9000000;34685.4000000;2772
BTCUSD;D;20210704;000000;34685.3000000;35948.9000000;34381.1000000;35305.0000000;1576
BTCUSD;D;20210705;000000;35305.1000000;35305.1000000;33080.3000000;33697.6000000;3948
BTCUSD;D;20210706;000000;33700.1000000;35113.4000000;33555.0000000;34235.0000000;2949
BTCUSD;D;20210707;000000;34215.4000000;35065.4000000;33825.5000000;33885.1000000;3123
BTCUSD;D;20210708;000000;33885.1000000;33946.8000000;32112.6000000;32882.2000000;5380
BTCUSD;D;20210709;000000;32878.4000000;34088.0000000;32273.3000000;33791.0000000;2699
BTCUSD;D;20210710;000000;33820.7000000;34252.8000000;32968.2000000;33522.2000000;2916
BTCUSD;D;20210711;000000;33516.5000000;34612.1000000;33335.1000000;34246.9000000;1477
BTCUSD;D;20210712;000000;34246.9000000;34665.7000000;32678.0000000;33107.3000000;2412
BTCUSD;D;20210713;000000;33101.8000000;33340.7000000;32204.0000000;32722.9000000;2831
BTCUSD;D;20210714;000000;32722.9000000;33114.5000000;31555.6000000;32815.2000000;3406
BTCUSD;D;20210715;000000;32815.2000000;33188.3000000;31150.1000000;31832.6000000;3350
BTCUSD;D;20210716;000000;31868.5000000;32250.0000000;31050.0000000;31405.9000000;3546
BTCUSD;D;20210717;000000;31405.9000000;31934.4000000;31175.2000000;31510.0000000;2494
BTCUSD;D;20210718;000000;31503.3000000;32440.4000000;31133.4000000;31780.1000000;1751
BTCUSD;D;20210719;000000;31783.9000000;31894.6000000;30415.1000000;30820.5000000;3015
BTCUSD;D;20210720;000000;30827.2000000;31065.9000000;29288.6000000;29788.1000000;4981
BTCUSD;D;20210721;000000;29788.1000000;32844.4000000;29505.0000000;32125.0000000;5662
BTCUSD;D;20210722;000000;32125.0000000;32607.9000000;31722.4000000;32283.3000000;2666
BTCUSD;D;20210723;000000;32283.3000000;33639.0000000;32015.1000000;33639.0000000;2340
BTCUSD;D;20210724;000000;33639.0000000;34525.9000000;33431.8000000;34284.6000000;1797
BTCUSD;D;20210725;000000;34281.7000000;35436.0000000;33869.9000000;35413.6000000;2190
BTCUSD;D;20210726;000000;35421.2000000;40533.0000000;35254.9000000;37274.9000000;10290
BTCUSD;D;20210727;000000;37270.3000000;39524.3000000;36406.8000000;39506.2000000;5034
BTCUSD;D;20210728;000000;39475.1000000;40919.1000000;38805.0000000;40011.0000000;7225
BTCUSD;D;20210729;000000;40025.4000000;40625.0000000;39267.2000000;40000.0000000;3197
BTCUSD;D;20210730;000000;40000.0000000;42306.8000000;38345.1000000;42229.6000000;5117
BTCUSD;D;20210731;000000;42234.9000000;42400.0000000;41060.9000000;41488.5000000;2954
BTCUSD;D;20210801;000000;41500.2000000;42598.7000000;39413.5000000;39889.1000000;3447
BTCUSD;D;20210802;000000;39889.9000000;40440.8000000;38700.0000000;39152.3000000;3505
BTCUSD;D;20210803;000000;39152.4000000;39791.1000000;37655.0000000;38163.0000000;2953
BTCUSD;D;20210804;000000;38163.0000000;39950.0000000;37527.9000000;39749.0000000;3280
BTCUSD;D;20210805;000000;39749.0000000;41403.5000000;37355.0000000;40886.4000000;4723
BTCUSD;D;20210806;000000;40886.5000000;43401.9000000;39900.0000000;42823.9000000;5187
BTCUSD;D;20210807;000000;42861.7000000;44721.8000000;42495.0000000;44610.7000000;4618
BTCUSD;D;20210808;000000;44612.1000000;45348.0000000;43320.0000000;43845.6000000;3667
BTCUSD;D;20210809;000000;43845.6000000;46484.1000000;42827.7000000;46307.1000000;5654
BTCUSD;D;20210810;000000;46300.8000000;46688.0000000;44666.0000000;45595.1000000;3102
BTCUSD;D;20210811;000000;45606.9000000;46736.4000000;45373.5000000;45571.7000000;3505
BTCUSD;D;20210812;000000;45570.0000000;46195.4000000;43800.1000000;44401.1000000;3570
BTCUSD;D;20210813;000000;44401.1000000;47898.5000000;44251.2000000;47823.3000000;3816
BTCUSD;D;20210814;000000;47823.2000000;48164.0000000;46042.5000000;47115.2000000;2970
BTCUSD;D;20210815;000000;47111.8000000;47385.0000000;45550.0000000;47019.3000000;2101
BTCUSD;D;20210816;000000;47023.7000000;48072.6000000;45697.4000000;45926.3000000;2739
BTCUSD;D;20210817;000000;45926.2000000;47172.3000000;44401.2000000;44672.2000000;3293
BTCUSD;D;20210818;000000;44672.3000000;46000.0000000;44250.0000000;44714.7000000;3213
BTCUSD;D;20210819;000000;44720.2000000;47062.2000000;44000.0000000;46765.3000000;2628
BTCUSD;D;20210820;000000;46770.8000000;49400.0000000;46662.9000000;49345.4000000;3541
BTCUSD;D;20210821;000000;49345.5000000;49790.0000000;48267.6000000;48865.4000000;2697
BTCUSD;D;20210822;000000;48865.3000000;49532.3000000;48058.1000000;49293.6000000;1740
BTCUSD;D;20210823;000000;49293.4000000;50500.0000000;49060.0000000;49517.3000000;3119
BTCUSD;D;20210824;000000;49517.2000000;49867.0000000;47601.1000000;47725.4000000;3149
BTCUSD;D;20210825;000000;47715.1000000;49245.0000000;47146.3000000;48991.3000000;2614
BTCUSD;D;20210826;000000;48991.4000000;49350.0000000;46284.8000000;46848.9000000;3195
BTCUSD;D;20210827;000000;46846.7000000;49174.9000000;46386.4000000;49074.9000000;2673
BTCUSD;D;20210828;000000;49074.9000000;49314.0000000;48393.9000000;48895.7000000;1301
BTCUSD;D;20210829;000000;48895.7000000;49653.9000000;47800.0000000;48787.7000000;2233
BTCUSD;D;20210830;000000;48787.7000000;48900.0000000;46861.6000000;46985.7000000;2528
BTCUSD;D;20210831;000000;46987.1000000;48248.0000000;46715.0000000;47140.0000000;2214
BTCUSD;D;20210901;000000;47140.0000000;49137.3000000;46550.0000000;48872.2000000;2575
BTCUSD;D;20210902;000000;48872.1000000;50372.9000000;48622.0000000;49290.3000000;3437
BTCUSD;D;20210903;000000;49290.2000000;51009.7000000;48356.0000000;50018.6000000;3629
BTCUSD;D;20210904;000000;50022.9000000;50559.5000000;49363.6000000;49956.1000000;1604
BTCUSD;D;20210905;000000;49956.1000000;51890.9000000;49512.4000000;51767.9000000;1808
BTCUSD;D;20210906;000000;51768.0000000;52800.0000000;51025.5000000;52688.3000000;2979
BTCUSD;D;20210907;000000;52688.2000000;52900.0000000;42000.0000000;46882.1000000;8798
BTCUSD;D;20210908;000000;46889.5000000;47362.4000000;44444.0000000;46073.4000000;3487
BTCUSD;D;20210909;000000;46064.3000000;47399.0000000;45498.7000000;46389.6000000;2329
BTCUSD;D;20210910;000000;46389.7000000;47035.8000000;44135.2000000;44842.2000000;3303
BTCUSD;D;20210911;000000;44842.2000000;45992.4000000;44741.0000000;45137.4000000;1240
BTCUSD;D;20210912;000000;45148.8000000;46487.9000000;44770.0000000;46061.3000000;1202
BTCUSD;D;20210913;000000;46061.3000000;46879.0000000;43374.9000000;44965.8000000;3674
BTCUSD;D;20210914;000000;44965.8000000;47260.0000000;44700.0000000;47145.9000000;2114
BTCUSD;D;20210915;000000;47110.5000000;48481.0000000;46744.0000000;48152.3000000;2160
BTCUSD;D;20210916;000000;48152.3000000;48485.8000000;47030.1000000;47786.9000000;2373
BTCUSD;D;20210917;000000;47786.9000000;48185.9000000;46745.7000000;47269.7000000;2008
BTCUSD;D;20210918;000000;47269.7000000;48800.0000000;47077.9000000;48309.9000000;1277
BTCUSD;D;20210919;000000;48306.9000000;48379.1000000;46851.2000000;47237.8000000;1220
BTCUSD;D;20210920;000000;47247.3000000;47307.7000000;42510.0000000;42992.9000000;5756
BTCUSD;D;20210921;000000;42992.9000000;43624.7000000;39579.0000000;40710.6000000;7261
BTCUSD;D;20210922;000000;40710.5000000;44024.2000000;40600.0000000;43562.8000000;3504
BTCUSD;D;20210923;000000;43563.3000000;45000.0000000;43111.6000000;44889.8000000;4177
BTCUSD;D;20210924;000000;44888.9000000;45153.0000000;40750.0000000;42833.2000000;4412
BTCUSD;D;20210925;000000;42831.7000000;43021.7000000;41705.1000000;42710.1000000;1059
BTCUSD;D;20210926;000000;42710.1000000;43930.4000000;40802.7000000;43204.6000000;2251
BTCUSD;D;20210927;000000;43175.2000000;44333.0000000;42120.7000000;42176.3000000;1978
BTCUSD;D;20210928;000000;42176.3000000;42750.0000000;40875.6000000;41038.4000000;2232
BTCUSD;D;20210929;000000;41016.0000000;42579.9000000;40772.2000000;41524.8000000;1708
BTCUSD;D;20210930;000000;41523.9000000;44100.0000000;41423.7000000;43798.7000000;3054
BTCUSD;D;20211001;000000;43798.7000000;48475.0000000;43300.3000000;48163.7000000;6513
BTCUSD;D;20211002;000000;48168.8000000;48349.2000000;47487.1000000;47662.0000000;1621
BTCUSD;D;20211003;000000;47657.3000000;49257.9000000;47131.1000000;48230.2000000;1653
BTCUSD;D;20211004;000000;48228.6000000;49500.0000000;46895.8000000;49243.3000000;2829
BTCUSD;D;20211005;000000;49239.2000000;51888.0000000;49084.3000000;51487.0000000;4047
BTCUSD;D;20211006;000000;51492.9000000;55770.0000000;50366.4000000;55350.2000000;7380
BTCUSD;D;20211007;000000;55350.2000000;55352.2000000;53399.8000000;53817.3000000;3124
BTCUSD;D;20211008;000000;53817.4000000;56114.1000000;53685.0000000;53960.5000000;2631
BTCUSD;D;20211009;000000;53960.9000000;55515.1000000;53700.0000000;54960.2000000;1239
BTCUSD;D;20211010;000000;54967.4000000;56500.0000000;54118.6000000;54677.5000000;2295
BTCUSD;D;20211011;000000;54678.9000000;57837.7000000;54450.2000000;57499.5000000;2787
BTCUSD;D;20211012;000000;57482.8000000;57673.8000000;54019.2000000;56010.1000000;3700
BTCUSD;D;20211013;000000;55991.9000000;57777.0000000;54271.2000000;57381.2000000;3019
BTCUSD;D;20211014;000000;57381.2000000;58580.4000000;56825.0000000;57377.6000000;2594
BTCUSD;D;20211015;000000;57357.1000000;62887.5000000;56888.5000000;61656.2000000;5172
BTCUSD;D;20211016;000000;61669.8000000;62400.0000000;60162.0000000;60873.4000000;1964
BTCUSD;D;20211017;000000;60868.5000000;61674.3000000;58900.2000000;61526.5000000;2142
BTCUSD;D;20211018;000000;61526.1000000;62672.6000000;59900.0000000;62037.7000000;3406
BTCUSD;D;20211019;000000;62009.6000000;64448.0000000;61320.0000000;64284.9000000;3564
BTCUSD;D;20211020;000000;64291.6000000;66982.2000000;63546.2000000;66035.8000000;3553
BTCUSD;D;20211021;000000;66035.7000000;66637.8000000;54100.0000000;62198.0000000;6505
BTCUSD;D;20211022;000000;62197.4000000;63757.9000000;60034.2000000;60687.5000000;2973
BTCUSD;D;20211023;000000;60687.5000000;61713.9000000;59610.4000000;61296.9000000;1276
BTCUSD;D;20211024;000000;61297.6000000;61450.0000000;59523.0000000;60882.5000000;1443
BTCUSD;D;20211025;000000;60865.1000000;63700.0000000;60674.0000000;63081.8000000;2257
BTCUSD;D;20211026;000000;63081.7000000;63288.0000000;59824.2000000;60310.2000000;2575
BTCUSD;D;20211027;000000;60325.1000000;61477.1000000;58140.6000000;58500.1000000;3961
BTCUSD;D;20211028;000000;58500.1000000;62490.0000000;57948.0000000;60613.5000000;4522
BTCUSD;D;20211029;000000;60604.5000000;62950.0000000;60223.5000000;62246.5000000;2729
BTCUSD;D;20211030;000000;62246.4000000;62359.2000000;60741.1000000;61866.3000000;1203
BTCUSD;D;20211031;000000;61879.2000000;62422.8000000;60051.0000000;61380.1000000;1518
BTCUSD;D;20211101;000000;61380.1000000;62500.0000000;59449.1000000;60954.5000000;2653
BTCUSD;D;20211102;000000;60954.5000000;64327.0000000;60665.9000000;63279.7000000;2748
BTCUSD;D;20211103;000000;63279.8000000;63550.4000000;60810.3000000;62942.9000000;2576
BTCUSD;D;20211104;000000;62938.0000000;63115.0000000;60644.2000000;61449.0000000;1876
BTCUSD;D;20211105;000000;61448.9000000;62631.9000000;60804.4000000;61006.2000000;1431
BTCUSD;D;20211106;000000;61007.4000000;61602.1000000;60129.8000000;61536.3000000;1338
BTCUSD;D;20211107;000000;61535.4000000;63317.8000000;61388.0000000;63317.8000000;1554
BTCUSD;D;20211108;000000;63319.6000000;67777.7000000;63319.6000000;67559.8000000;3863
BTCUSD;D;20211109;000000;67550.8000000;68495.0000000;66316.0000000;66950.0000000;3129
BTCUSD;D;20211110;000000;66950.1000000;68991.0000000;62700.1000000;64969.0000000;6354
BTCUSD;D;20211111;000000;64969.0000000;65611.8000000;64108.2000000;64825.4000000;1607
BTCUSD;D;20211112;000000;64825.1000000;65483.2000000;62300.5000000;64153.0000000;3153
BTCUSD;D;20211113;000000;64151.3000000;64982.5000000;63415.0000000;64393.1000000;1391
BTCUSD;D;20211114;000000;64394.5000000;65495.0000000;63636.0000000;65495.0000000;1480
BTCUSD;D;20211115;000000;65495.0000000;66349.6000000;63423.1000000;63615.8000000;2184
BTCUSD;D;20211116;000000;63615.8000000;63615.8000000;58630.0000000;60137.2000000;5541
BTCUSD;D;20211117;000000;60137.2000000;60847.0000000;58400.0000000;60367.8000000;3122
BTCUSD;D;20211118;000000;60368.6000000;60964.4000000;56526.2000000;56921.7000000;4582
BTCUSD;D;20211119;000000;56910.8000000;58384.5000000;55674.0000000;58099.6000000;2242
BTCUSD;D;20211120;000000;58107.2000000;59879.0000000;57435.2000000;59744.2000000;1746
BTCUSD;D;20211121;000000;59744.2000000;60050.0000000;58532.8000000;58646.2000000;1374
BTCUSD;D;20211122;000000;58660.3000000;59411.8000000;55633.6000000;56295.5000000;3919
BTCUSD;D;20211123;000000;56290.2000000;57850.0000000;55362.7000000;57571.4000000;3805
BTCUSD;D;20211124;000000;57574.0000000;57738.9000000;55909.0000000;57203.3000000;2505
BTCUSD;D;20211125;000000;57170.4000000;59400.0000000;57053.0000000;58932.6000000;2780
BTCUSD;D;20211126;000000;58955.3000000;59193.8000000;53571.0000000;53789.0000000;6087
BTCUSD;D;20211127;000000;53776.5000000;55314.1000000;53658.6000000;54784.9000000;2957
BTCUSD;D;20211128;000000;54757.5000000;57485.7000000;53300.0000000;57300.0000000;2158
BTCUSD;D;20211129;000000;57300.0000000;58890.0000000;56755.1000000;57830.2000000;2979
BTCUSD;D;20211130;000000;57830.2000000;59230.0000000;55932.6000000;56980.7000000;3881
BTCUSD;D;20211201;000000;57007.4000000;59090.7000000;56520.0000000;57237.9000000;4212
BTCUSD;D;20211202;000000;57237.2000000;57410.2000000;55848.2000000;56526.4000000;3227
BTCUSD;D;20211203;000000;56528.2000000;57688.9000000;51752.6000000;53678.6000000;4366
BTCUSD;D;20211204;000000;53675.0000000;53893.4000000;40150.1000000;49255.1000000;8936
BTCUSD;D;20211205;000000;49245.0000000;49750.0000000;47832.2000000;49443.3000000;3743
BTCUSD;D;20211206;000000;49444.0000000;50957.6000000;47210.0000000;50564.3000000;4070
BTCUSD;D;20211207;000000;50544.8000000;51955.0000000;50100.0000000;50650.1000000;2713
BTCUSD;D;20211208;000000;50650.1000000;51202.5000000;48579.3000000;50515.1000000;2997
BTCUSD;D;20211209;000000;50525.1000000;50819.5000000;47298.4000000;47581.6000000;2691
BTCUSD;D;20211210;000000;47576.4000000;50114.2000000;46888.8000000;47218.3000000;3324
BTCUSD;D;20211211;000000;47173.9000000;49500.0000000;46800.0000000;49367.2000000;2068
BTCUSD;D;20211212;000000;49406.0000000;50788.4000000;48697.8000000;50113.2000000;2022
BTCUSD;D;20211213;000000;50098.8000000;50219.8000000;45759.0000000;46732.2000000;4915
BTCUSD;D;20211214;000000;46732.2000000;48690.0000000;46313.7000000;48399.2000000;3831
BTCUSD;D;20211215;000000;48399.2000000;49512.5000000;46632.0000000;48881.3000000;4250
BTCUSD;D;20211216;000000;48881.8000000;49465.6000000;47560.0000000;47631.0000000;3345
BTCUSD;D;20211217;000000;47639.9000000;48001.9000000;45500.0000000;46168.3000000;3795
BTCUSD;D;20211218;000000;46166.6000000;47333.6000000;45520.2000000;46864.3000000;1869
BTCUSD;D;20211219;000000;46858.0000000;48289.0000000;46484.8000000;46688.4000000;2067
BTCUSD;D;20211220;000000;46687.8000000;47549.8000000;45600.0000000;46898.1000000;2989
BTCUSD;D;20211221;000000;46907.3000000;49321.1000000;46676.5000000;48925.9000000;3879
BTCUSD;D;20211222;000000;48925.9000000;49599.8000000;48491.0000000;48624.9000000;2037
BTCUSD;D;20211223;000000;48624.9000000;51391.2000000;48042.3000000;50818.8000000;3079
BTCUSD;D;20211224;000000;50818.8000000;51844.4000000;50456.0000000;50834.3000000;2363
BTCUSD;D;20211225;000000;50834.2000000;51154.2000000;50209.2000000;50436.0000000;1223
BTCUSD;D;20211226;000000;50436.1000000;51242.0000000;49427.9000000;50797.3000000;1079
BTCUSD;D;20211227;000000;50797.4000000;52111.0000000;50480.2000000;50687.4000000;1629
BTCUSD;D;20211228;000000;50687.5000000;50693.5000000;47305.5000000;47548.1000000;3522
BTCUSD;D;20211229;000000;47549.8000000;48123.7000000;46120.0000000;46473.2000000;2347
BTCUSD;D;20211230;000000;46464.5000000;47907.4000000;45930.1000000;47143.8000000;1929
BTCUSD;D;20211231;000000;47143.8000000;48591.6000000;45530.3000000;46150.0000000;3113
BTCUSD;D;20220101;000000;46150.0000000;47922.6000000;46150.0000000;47738.3000000;2134
BTCUSD;D;20220102;000000;47736.5000000;47950.4000000;46700.0000000;47304.6000000;1344
BTCUSD;D;20220103;000000;47301.2000000;47567.2000000;45707.9000000;46452.6000000;2133
BTCUSD;D;20220104;000000;46452.5000000;47500.0000000;45548.7000000;45858.5000000;2220
BTCUSD;D;20220105;000000;45858.5000000;47066.5000000;42505.0000000;43410.0000000;4070
BTCUSD;D;20220106;000000;43432.5000000;43748.0000000;42424.0000000;43124.4000000;4795
BTCUSD;D;20220107;000000;43124.5000000;43134.9000000;40666.0000000;41523.6000000;5771
BTCUSD;D;20220108;000000;41523.7000000;42302.4000000;40555.0000000;41693.2000000;2565
BTCUSD;D;20220109;000000;41693.2000000;42786.7000000;41249.7000000;41862.9000000;2007
BTCUSD;D;20220110;000000;41867.1000000;42239.6000000;39659.9000000;41855.3000000;4131
BTCUSD;D;20220111;000000;41855.2000000;43127.5000000;41315.5000000;42728.8000000;3317
