<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
BTCUSD;D;20160301;000000;437.8930000;439.4060000;422.7940000;431.4800000;1808
BTCUSD;D;20160302;000000;431.4800000;432.4750000;412.0000000;421.1700000;1345
BTCUSD;D;20160303;000000;421.7100000;431.1110000;417.0000000;419.6210000;3659
BTCUSD;D;20160304;000000;421.3300000;424.4900000;404.8700000;406.6700000;3020
BTCUSD;D;20160305;000000;406.6700000;407.7700000;388.4010000;393.1610000;4395
BTCUSD;D;20160306;000000;393.1800000;410.0570000;387.2700000;400.6490000;1730
BTCUSD;D;20160307;000000;400.6490000;414.1200000;397.3950000;410.0100000;1290
BTCUSD;D;20160308;000000;410.4530000;414.3570000;407.5000000;412.0400000;1315
BTCUSD;D;20160309;000000;411.9200000;414.7350000;406.4500000;411.9300000;1564
BTCUSD;D;20160310;000000;410.5200000;429.7020000;409.4200000;415.8300000;2772
BTCUSD;D;20160311;000000;416.5000000;423.6500000;415.0000000;420.3490000;1522
BTCUSD;D;20160312;000000;419.1900000;420.5890000;406.1500000;406.6550000;4301
BTCUSD;D;20160313;000000;408.6810000;413.6150000;406.6600000;408.3200000;2155
BTCUSD;D;20160314;000000;410.3310000;416.9660000;407.7400000;414.4310000;3342
BTCUSD;D;20160315;000000;414.5000000;417.0890000;412.1730000;415.1400000;1782
BTCUSD;D;20160316;000000;415.2900000;419.0400000;412.8710000;418.1660000;1606
BTCUSD;D;20160317;000000;418.1660000;422.6900000;416.8300000;419.8120000;1842
BTCUSD;D;20160318;000000;420.9950000;420.9960000;405.0310000;407.9010000;3225
BTCUSD;D;20160319;000000;407.9020000;411.4430000;405.5270000;409.5300000;1851
BTCUSD;D;20160320;000000;409.9200000;414.8180000;409.9200000;413.6390000;805
BTCUSD;D;20160321;000000;413.1890000;414.3590000;407.6760000;412.3180000;1344
BTCUSD;D;20160322;000000;412.2500000;417.9000000;411.1690000;417.1600000;1650
BTCUSD;D;20160323;000000;417.8900000;417.9800000;411.8900000;416.0000000;1274
BTCUSD;D;20160324;000000;415.5660000;417.7800000;413.1200000;415.0400000;1188
BTCUSD;D;20160325;000000;415.0300000;419.7590000;413.6100000;415.3410000;943
BTCUSD;D;20160326;000000;415.8510000;418.4000000;415.2800000;417.5730000;979
BTCUSD;D;20160327;000000;417.5730000;429.9990000;415.9000000;425.0070000;1293
BTCUSD;D;20160328;000000;425.0120000;426.3900000;421.1340000;423.0000000;1137
BTCUSD;D;20160329;000000;422.5100000;428.1090000;405.0000000;416.7000000;1234
BTCUSD;D;20160330;000000;414.8800000;416.0100000;409.1230000;412.4320000;1043
BTCUSD;D;20160331;000000;412.4320000;419.9880000;412.4220000;416.1000000;2093
BTCUSD;D;20160401;000000;416.1000000;419.0390000;415.5000000;417.9000000;648
BTCUSD;D;20160402;000000;417.9000000;423.1700000;417.9000000;421.0000000;524
BTCUSD;D;20160403;000000;420.6310000;421.6600000;417.9590000;421.4970000;496
BTCUSD;D;20160404;000000;421.4800000;421.6000000;417.5420000;420.9900000;582
BTCUSD;D;20160405;000000;419.5100000;424.9700000;419.5000000;422.7600000;985
BTCUSD;D;20160406;000000;423.0000000;424.6110000;421.5600000;423.5500000;892
BTCUSD;D;20160407;000000;423.5400000;424.3900000;420.0600000;422.0100000;1048
BTCUSD;D;20160408;000000;422.2700000;425.9600000;418.0000000;418.5510000;861
BTCUSD;D;20160409;000000;419.3510000;420.7500000;415.0000000;418.0790000;847
BTCUSD;D;20160410;000000;418.0950000;422.9190000;416.9600000;420.8000000;1654
BTCUSD;D;20160411;000000;420.6500000;424.5000000;420.2260000;423.5300000;1256
BTCUSD;D;20160412;000000;423.0000000;430.3580000;423.0000000;426.7100000;1156
BTCUSD;D;20160413;000000;426.6900000;427.7100000;422.0000000;423.5380000;1185
BTCUSD;D;20160414;000000;424.1200000;425.7720000;422.3850000;424.5190000;513
BTCUSD;D;20160415;000000;426.0400000;431.0200000;424.6470000;429.2500000;637
BTCUSD;D;20160416;000000;428.5880000;434.2250000;427.9720000;428.6490000;783
BTCUSD;D;20160417;000000;430.1000000;431.3660000;424.5780000;427.5500000;562
BTCUSD;D;20160418;000000;426.7700000;429.7980000;426.2800000;427.4200000;1041
BTCUSD;D;20160419;000000;427.4200000;437.9980000;426.8000000;436.2770000;1175
BTCUSD;D;20160420;000000;435.9990000;444.0000000;434.2700000;440.9650000;1573
BTCUSD;D;20160421;000000;440.9650000;451.3390000;440.1100000;450.1180000;929
BTCUSD;D;20160422;000000;449.1660000;450.0900000;442.7000000;447.5590000;637
BTCUSD;D;20160423;000000;446.0030000;450.7110000;443.2160000;450.7110000;698
BTCUSD;D;20160424;000000;450.7110000;460.0000000;445.4000000;459.5000000;1120
BTCUSD;D;20160425;000000;459.5000000;469.6900000;452.5000000;461.8820000;1500
BTCUSD;D;20160426;000000;464.3580000;470.0000000;462.0850000;467.4900000;903
BTCUSD;D;20160427;000000;466.8400000;469.1780000;444.0000000;444.0100000;1582
BTCUSD;D;20160428;000000;445.9900000;452.0050000;435.4270000;450.4200000;1765
BTCUSD;D;20160429;000000;450.4900000;457.5900000;447.3900000;457.5900000;943
BTCUSD;D;20160430;000000;458.1200000;458.1200000;446.4400000;448.9060000;1183
BTCUSD;D;20160501;000000;448.9040000;454.4690000;446.8510000;452.0720000;286
BTCUSD;D;20160502;000000;452.3400000;453.5800000;440.0000000;444.5350000;1356
BTCUSD;D;20160503;000000;444.5520000;452.5200000;442.5200000;451.7500000;1225
BTCUSD;D;20160504;000000;451.5200000;451.7250000;444.8600000;447.8410000;717
BTCUSD;D;20160505;000000;447.7680000;450.0000000;447.2240000;448.7100000;643
BTCUSD;D;20160506;000000;448.7100000;462.3690000;447.1710000;462.3410000;1844
BTCUSD;D;20160507;000000;459.5700000;462.1520000;457.9200000;459.4700000;281
BTCUSD;D;20160508;000000;459.0000000;461.7880000;455.9480000;459.1000000;659
BTCUSD;D;20160509;000000;458.0800000;464.9900000;455.9900000;461.9900000;1250
BTCUSD;D;20160510;000000;461.7210000;463.4900000;450.0000000;452.1300000;1013
BTCUSD;D;20160511;000000;452.5690000;455.0000000;450.9900000;453.2100000;1803
BTCUSD;D;20160512;000000;453.2900000;455.9500000;449.3940000;455.9500000;840
BTCUSD;D;20160513;000000;455.9490000;457.5000000;452.6120000;456.2810000;1285
BTCUSD;D;20160514;000000;456.8630000;458.0590000;453.7860000;454.5810000;956
BTCUSD;D;20160515;000000;455.4000000;459.7870000;454.1400000;457.6490000;274
BTCUSD;D;20160516;000000;457.3970000;458.0000000;450.1670000;453.7690000;1269
BTCUSD;D;20160517;000000;453.0000000;454.9100000;451.0000000;453.2830000;1104
BTCUSD;D;20160518;000000;452.7880000;455.8800000;452.3450000;452.3500000;1306
BTCUSD;D;20160519;000000;453.2900000;453.8000000;429.0000000;429.0000000;1400
BTCUSD;D;20160520;000000;429.0000000;442.6290000;427.0610000;435.2550000;975
BTCUSD;D;20160521;000000;439.8000000;441.0000000;431.0120000;438.5510000;674
BTCUSD;D;20160522;000000;438.5610000;442.0000000;433.3400000;437.4500000;2795
BTCUSD;D;20160523;000000;437.5200000;444.0120000;435.5500000;442.9900000;2894
BTCUSD;D;20160524;000000;442.9900000;445.7850000;441.4800000;444.5160000;1405
BTCUSD;D;20160525;000000;443.0600000;449.2100000;443.0200000;448.3000000;615
BTCUSD;D;20160526;000000;448.3000000;452.4500000;445.1900000;452.4090000;909
BTCUSD;D;20160527;000000;452.4090000;477.0000000;452.4090000;471.4710000;1861
BTCUSD;D;20160528;000000;471.4710000;545.0000000;450.5500000;522.0000000;5188
BTCUSD;D;20160529;000000;523.9980000;549.0000000;470.0000000;518.9820000;2604
BTCUSD;D;20160530;000000;521.3490000;540.0000000;518.9770000;529.0000000;926
BTCUSD;D;20160531;000000;529.0000000;544.5300000;510.9650000;531.1900000;2716
BTCUSD;D;20160601;000000;530.8340000;541.7700000;485.8950000;535.5650000;1991
BTCUSD;D;20160602;000000;535.2310000;539.6750000;531.5230000;537.1220000;1857
BTCUSD;D;20160603;000000;536.9280000;576.0300000;536.0610000;569.0000000;2673
BTCUSD;D;20160604;000000;569.3820000;588.7100000;562.0000000;572.4470000;2461
BTCUSD;D;20160605;000000;573.1210000;583.6690000;568.0690000;574.0740000;1175
BTCUSD;D;20160606;000000;573.3530000;586.2990000;573.3530000;585.0000000;1022
BTCUSD;D;20160607;000000;584.9900000;589.9100000;565.3800000;578.2000000;3445
BTCUSD;D;20160608;000000;578.3000000;582.1300000;571.7090000;581.9800000;1349
BTCUSD;D;20160609;000000;581.9800000;581.9800000;571.5960000;575.0140000;1372
BTCUSD;D;20160610;000000;576.2860000;581.8000000;572.8780000;579.7700000;1379
BTCUSD;D;20160611;000000;580.5740000;609.4360000;579.2800000;609.4210000;1674
BTCUSD;D;20160612;000000;608.7260000;683.0570000;603.0000000;667.0630000;5123
BTCUSD;D;20160613;000000;670.4700000;717.7940000;659.0010000;703.3690000;3952
BTCUSD;D;20160614;000000;703.3690000;703.9500000;647.2640000;685.7500000;4356
BTCUSD;D;20160615;000000;683.6650000;697.5940000;671.5780000;696.0000000;1896
BTCUSD;D;20160616;000000;696.0000000;776.7090000;695.5700000;763.0080000;5718
BTCUSD;D;20160617;000000;766.6590000;776.0000000;702.0000000;749.6700000;5828
BTCUSD;D;20160618;000000;750.4900000;781.1480000;728.8670000;758.1100000;5968
BTCUSD;D;20160619;000000;758.2300000;769.9900000;745.0300000;765.4900000;2490
BTCUSD;D;20160620;000000;765.6920000;768.8270000;725.0200000;735.3900000;3884
BTCUSD;D;20160621;000000;733.5610000;735.0000000;630.2030000;667.7250000;8381
BTCUSD;D;20160622;000000;666.6500000;679.8530000;580.0000000;601.9360000;7182
BTCUSD;D;20160623;000000;599.8800000;635.0000000;551.4940000;627.3750000;4784
BTCUSD;D;20160624;000000;628.3430000;762.2400000;627.5900000;672.2030000;5927
BTCUSD;D;20160625;000000;672.2900000;703.3350000;641.4140000;673.8930000;2250
BTCUSD;D;20160626;000000;673.7000000;676.2050000;615.2570000;630.0000000;1331
BTCUSD;D;20160627;000000;629.9990000;664.0760000;627.0000000;663.4990000;1269
BTCUSD;D;20160628;000000;663.8200000;664.8570000;640.0000000;649.3220000;2470
BTCUSD;D;20160629;000000;647.5000000;648.3490000;615.8540000;643.1190000;2069
BTCUSD;D;20160630;000000;638.5670000;675.0000000;635.0000000;671.5240000;1678
BTCUSD;D;20160701;000000;672.2200000;691.2040000;665.8510000;674.0000000;2086
BTCUSD;D;20160702;000000;674.6700000;703.9500000;674.6700000;702.3100000;1238
BTCUSD;D;20160703;000000;703.9500000;703.9600000;644.6500000;655.8400000;1543
BTCUSD;D;20160704;000000;656.3310000;684.7300000;645.0000000;675.0010000;1719
BTCUSD;D;20160705;000000;678.8480000;683.0780000;659.5660000;669.2100000;903
BTCUSD;D;20160706;000000;669.4500000;681.9900000;666.0100000;677.1000000;930
BTCUSD;D;20160707;000000;678.8400000;681.9900000;610.6990000;640.4000000;2885
BTCUSD;D;20160708;000000;640.4000000;671.9330000;634.0400000;671.4360000;1829
BTCUSD;D;20160709;000000;671.9320000;671.9320000;622.0000000;652.0000000;1908
BTCUSD;D;20160710;000000;652.0000000;655.6500000;642.4250000;650.0700000;450
BTCUSD;D;20160711;000000;652.5400000;663.3150000;645.3150000;650.7800000;814
BTCUSD;D;20160712;000000;650.7200000;675.9800000;647.1400000;666.0000000;1014
BTCUSD;D;20160713;000000;665.4100000;669.7950000;655.1000000;655.1100000;950
BTCUSD;D;20160714;000000;654.2200000;665.9160000;650.0000000;662.9900000;1107
BTCUSD;D;20160715;000000;661.2500000;668.9990000;660.0000000;665.1500000;1152
BTCUSD;D;20160716;000000;665.1500000;669.1020000;661.0000000;665.0000000;436
BTCUSD;D;20160717;000000;665.0000000;685.0000000;661.5200000;681.8600000;934
BTCUSD;D;20160718;000000;680.3000000;686.0000000;667.5840000;674.7900000;1292
BTCUSD;D;20160719;000000;673.9300000;676.5500000;666.0160000;673.0920000;996
BTCUSD;D;20160720;000000;672.7210000;676.1480000;660.0000000;666.1610000;1575
BTCUSD;D;20160721;000000;667.4900000;669.4590000;658.8910000;665.8800000;531
BTCUSD;D;20160722;000000;665.5490000;668.9690000;644.5450000;651.1500000;1532
BTCUSD;D;20160723;000000;651.1500000;660.0000000;645.9390000;657.7180000;712
BTCUSD;D;20160724;000000;657.7180000;668.4380000;651.9800000;663.3660000;884
BTCUSD;D;20160725;000000;661.7300000;664.6750000;651.7360000;651.7360000;857
BTCUSD;D;20160726;000000;653.1530000;659.1000000;642.5000000;650.0000000;1148
BTCUSD;D;20160727;000000;651.8200000;663.9420000;648.0000000;656.9790000;1753
BTCUSD;D;20160728;000000;656.9790000;661.1000000;651.6960000;656.0800000;876
BTCUSD;D;20160729;000000;655.9800000;659.5690000;651.6970000;656.8600000;995
BTCUSD;D;20160730;000000;656.8690000;658.1770000;651.9000000;655.7200000;447
BTCUSD;D;20160731;000000;653.7400000;655.7990000;620.0000000;622.5700000;1375
BTCUSD;D;20160801;000000;623.5200000;627.0460000;601.0120000;602.5510000;2570
BTCUSD;D;20160802;000000;602.5520000;611.4360000;479.0000000;540.0000000;7787
BTCUSD;D;20160803;000000;539.5990000;572.0000000;515.2710000;569.8200000;4713
BTCUSD;D;20160804;000000;567.5760000;588.9990000;566.1570000;582.6830000;2735
BTCUSD;D;20160805;000000;582.6800000;584.4100000;567.4080000;575.6400000;998
BTCUSD;D;20160806;000000;575.6400000;597.9980000;569.8760000;591.7580000;1053
BTCUSD;D;20160807;000000;591.7590000;607.5080000;570.1100000;595.0000000;1340
BTCUSD;D;20160808;000000;595.5000000;597.3480000;585.0000000;591.8310000;937
BTCUSD;D;20160809;000000;591.8310000;592.0000000;583.2000000;586.2200000;1064
BTCUSD;D;20160810;000000;586.3080000;603.1440000;582.0000000;591.0000000;1866
BTCUSD;D;20160811;000000;590.0610000;599.9800000;588.0000000;588.0100000;1587
BTCUSD;D;20160812;000000;589.3700000;592.1870000;582.5100000;588.3200000;946
BTCUSD;D;20160813;000000;586.6900000;590.7900000;581.1010000;584.8200000;522
BTCUSD;D;20160814;000000;583.8400000;584.5800000;561.4000000;570.5600000;1013
BTCUSD;D;20160815;000000;570.5600000;575.0000000;561.4790000;566.5200000;792
BTCUSD;D;20160816;000000;568.2500000;587.8030000;565.3380000;579.6100000;1214
BTCUSD;D;20160817;000000;579.6100000;581.0610000;569.5410000;573.2800000;746
BTCUSD;D;20160818;000000;573.6790000;579.3600000;570.8110000;575.5600000;612
BTCUSD;D;20160819;000000;572.7900000;577.9870000;572.2200000;572.9000000;599
BTCUSD;D;20160820;000000;572.9500000;584.0000000;572.0300000;582.1500000;472
BTCUSD;D;20160821;000000;581.3310000;586.1200000;577.5190000;581.5300000;390
BTCUSD;D;20160822;000000;581.3010000;592.1320000;579.8500000;584.9900000;798
BTCUSD;D;20160823;000000;586.0000000;588.9900000;580.1000000;583.3800000;779
BTCUSD;D;20160824;000000;584.8600000;587.7130000;579.3600000;582.1090000;534
BTCUSD;D;20160825;000000;580.9990000;582.2470000;569.8900000;576.9400000;1354
BTCUSD;D;20160826;000000;577.0800000;580.5120000;572.9940000;579.3600000;327
BTCUSD;D;20160827;000000;579.3500000;579.7050000;564.2710000;570.2200000;650
BTCUSD;D;20160828;000000;570.1600000;580.9650000;568.4640000;576.0430000;561
BTCUSD;D;20160829;000000;578.9900000;582.0100000;570.4710000;575.4920000;860
BTCUSD;D;20160830;000000;573.5520000;581.7000000;573.4160000;578.9600000;723
BTCUSD;D;20160831;000000;577.2400000;578.8300000;569.4200000;574.2200000;493
BTCUSD;D;20160901;000000;574.2100000;575.0000000;568.2350000;572.0000000;1006
BTCUSD;D;20160902;000000;572.0000000;577.1000000;565.5560000;577.1000000;1058
BTCUSD;D;20160903;000000;576.6530000;605.3250000;572.1310000;601.0000000;1285
BTCUSD;D;20160904;000000;601.0000000;616.6800000;598.2970000;609.7400000;955
BTCUSD;D;20160905;000000;612.2990000;612.2990000;602.0010000;609.8740000;729
BTCUSD;D;20160906;000000;609.6340000;613.9990000;605.0000000;612.0010000;486
BTCUSD;D;20160907;000000;613.3180000;617.3750000;606.3500000;617.3350000;1021
BTCUSD;D;20160908;000000;617.3330000;635.6200000;615.0000000;631.1190000;966
BTCUSD;D;20160909;000000;627.0830000;630.0750000;621.2490000;626.1000000;577
BTCUSD;D;20160910;000000;625.7800000;629.2410000;622.7710000;624.8890000;437
BTCUSD;D;20160911;000000;624.8890000;634.7700000;595.1620000;608.2560000;805
BTCUSD;D;20160912;000000;611.2990000;613.5410000;607.1530000;611.1070000;512
BTCUSD;D;20160913;000000;611.1070000;616.9990000;607.7610000;615.2890000;736
BTCUSD;D;20160914;000000;612.3700000;616.8450000;610.7500000;613.9710000;658
BTCUSD;D;20160915;000000;612.5000000;615.8000000;609.0510000;609.9620000;534
BTCUSD;D;20160916;000000;612.9170000;613.0000000;606.6670000;607.9800000;449
BTCUSD;D;20160917;000000;610.0830000;610.0840000;604.5830000;606.8000000;326
BTCUSD;D;20160918;000000;609.9300000;614.5090000;607.2900000;611.9890000;326
BTCUSD;D;20160919;000000;612.9400000;614.5900000;605.0590000;609.2000000;619
BTCUSD;D;20160920;000000;611.0590000;612.0000000;603.8000000;603.8000000;884
BTCUSD;D;20160921;000000;603.1060000;603.1060000;592.0020000;599.6500000;986
BTCUSD;D;20160922;000000;598.9250000;600.7580000;595.0530000;595.0530000;502
BTCUSD;D;20160923;000000;595.0710000;604.5570000;595.0700000;604.1680000;508
BTCUSD;D;20160924;000000;604.1690000;607.6320000;601.5000000;603.9990000;310
BTCUSD;D;20160925;000000;601.7000000;603.8890000;598.0000000;599.9980000;453
BTCUSD;D;20160926;000000;599.9980000;608.9800000;599.0000000;608.9800000;770
BTCUSD;D;20160927;000000;608.9780000;609.1090000;600.6890000;606.5050000;720
BTCUSD;D;20160928;000000;606.5770000;607.5890000;601.8490000;604.9990000;416
BTCUSD;D;20160929;000000;604.9990000;609.3040000;604.2500000;607.3690000;495
BTCUSD;D;20160930;000000;607.3680000;612.5000000;604.0260000;612.5000000;544
BTCUSD;D;20161001;000000;612.5000000;617.2990000;612.0000000;614.3850000;440
BTCUSD;D;20161002;000000;614.2700000;615.9800000;607.1480000;611.8370000;354
BTCUSD;D;20161003;000000;611.7580000;613.6610000;609.0200000;613.5980000;569
BTCUSD;D;20161004;000000;613.5970000;613.5980000;608.0010000;612.0000000;431
BTCUSD;D;20161005;000000;611.9980000;616.0910000;608.9390000;614.9560000;834
BTCUSD;D;20161006;000000;614.9990000;615.9670000;611.2580000;614.9960000;389
BTCUSD;D;20161007;000000;611.9650000;623.0000000;611.3520000;618.5290000;1660
BTCUSD;D;20161008;000000;618.5010000;623.1020000;617.5500000;620.7900000;525
BTCUSD;D;20161009;000000;620.0100000;620.7900000;615.0060000;616.5100000;366
BTCUSD;D;20161010;000000;615.8510000;619.9000000;614.8290000;618.7600000;756
BTCUSD;D;20161011;000000;618.8600000;645.4150000;616.3200000;643.3550000;1432
BTCUSD;D;20161012;000000;640.9760000;643.4150000;633.2820000;635.2800000;779
BTCUSD;D;20161013;000000;634.7310000;639.9750000;630.1500000;634.2430000;754
BTCUSD;D;20161014;000000;634.2430000;643.0000000;631.6860000;640.6100000;936
BTCUSD;D;20161015;000000;640.6100000;647.0000000;636.3960000;640.7490000;538
BTCUSD;D;20161016;000000;640.7490000;645.0600000;638.7500000;643.2800000;201
BTCUSD;D;20161017;000000;641.5210000;643.5490000;637.8000000;640.9760000;614
BTCUSD;D;20161018;000000;640.9900000;641.1000000;634.1010000;636.9700000;594
BTCUSD;D;20161019;000000;636.5080000;639.6360000;623.7340000;631.5000000;1049
BTCUSD;D;20161020;000000;631.4990000;633.4160000;627.0110000;630.0500000;457
BTCUSD;D;20161021;000000;630.0500000;638.0000000;630.0500000;634.4300000;736
BTCUSD;D;20161022;000000;634.4490000;669.8600000;627.0000000;661.2230000;1480
BTCUSD;D;20161023;000000;663.4990000;669.0000000;652.7930000;657.6830000;785
BTCUSD;D;20161024;000000;655.2550000;657.8800000;645.8070000;652.6300000;1362
BTCUSD;D;20161025;000000;652.6300000;664.0000000;651.9900000;655.8890000;1664
BTCUSD;D;20161026;000000;655.8890000;679.0000000;655.3030000;677.3180000;1597
BTCUSD;D;20161027;000000;677.3180000;687.8440000;674.6290000;686.7880000;1530
BTCUSD;D;20161028;000000;686.7810000;691.7840000;682.8510000;690.0000000;1209
BTCUSD;D;20161029;000000;690.0000000;722.0100000;688.3520000;713.9900000;1649
BTCUSD;D;20161030;000000;713.9490000;713.9890000;688.0000000;700.9170000;1751
BTCUSD;D;20161031;000000;700.0790000;708.8990000;685.7000000;698.9190000;983
BTCUSD;D;20161101;000000;698.7900000;739.4880000;697.9100000;733.7440000;2336
BTCUSD;D;20161102;000000;733.7420000;747.0700000;722.8900000;747.0700000;1902
BTCUSD;D;20161103;000000;747.0700000;750.5000000;673.4070000;692.1790000;4169
BTCUSD;D;20161104;000000;692.9020000;709.9980000;682.3110000;706.0360000;1905
BTCUSD;D;20161105;000000;706.0360000;714.4710000;698.4780000;706.4780000;631
BTCUSD;D;20161106;000000;706.4600000;721.4580000;702.8790000;715.4970000;639
BTCUSD;D;20161107;000000;715.0000000;715.4130000;700.1600000;707.3450000;917
BTCUSD;D;20161108;000000;704.1420000;718.3000000;704.1420000;712.5000000;967
BTCUSD;D;20161109;000000;712.6900000;745.4920000;708.6820000;722.4000000;2759
BTCUSD;D;20161110;000000;722.4000000;724.6960000;706.0000000;714.0000000;1231
BTCUSD;D;20161111;000000;713.5030000;718.9900000;712.0020000;717.7500000;720
BTCUSD;D;20161112;000000;717.7400000;719.1000000;701.3480000;704.0000000;723
BTCUSD;D;20161113;000000;704.3990000;706.7940000;685.3270000;701.6700000;1072
BTCUSD;D;20161114;000000;702.7000000;709.0000000;697.7910000;706.9940000;785
BTCUSD;D;20161115;000000;706.9990000;717.0000000;706.0810000;711.3100000;849
BTCUSD;D;20161116;000000;710.8700000;744.8000000;709.0000000;741.6030000;2465
BTCUSD;D;20161117;000000;741.8750000;760.8140000;733.3000000;739.1000000;3454
BTCUSD;D;20161118;000000;739.0880000;754.0000000;733.0100000;752.2320000;1730
BTCUSD;D;20161119;000000;752.2320000;763.1100000;735.0000000;751.9900000;1420
BTCUSD;D;20161120;000000;751.9900000;757.0000000;713.0000000;729.6770000;1414
BTCUSD;D;20161121;000000;731.0000000;741.0000000;728.3300000;738.0000000;545
BTCUSD;D;20161122;000000;737.9990000;752.6140000;733.8300000;749.7600000;1807
BTCUSD;D;20161123;000000;749.7600000;750.0000000;731.0600000;741.9800000;1284
BTCUSD;D;20161124;000000;742.4890000;745.1100000;730.0000000;738.4400000;867
BTCUSD;D;20161125;000000;740.4590000;743.0000000;730.3450000;742.1400000;985
BTCUSD;D;20161126;000000;742.4790000;743.3000000;726.0000000;733.1700000;678
BTCUSD;D;20161127;000000;733.2600000;739.0000000;727.2000000;729.9300000;638
BTCUSD;D;20161128;000000;729.8850000;736.0710000;728.1000000;734.1700000;819
BTCUSD;D;20161129;000000;734.1730000;735.5550000;728.5000000;732.0000000;1062
BTCUSD;D;20161130;000000;732.0000000;743.5590000;731.0150000;742.3960000;1169
BTCUSD;D;20161201;000000;742.3960000;754.5000000;740.8900000;752.4890000;1293
BTCUSD;D;20161202;000000;753.9990000;781.9760000;752.6330000;773.4990000;2473
BTCUSD;D;20161203;000000;773.5010000;773.5090000;757.1200000;764.7450000;668
BTCUSD;D;20161204;000000;765.8970000;772.5700000;762.4300000;769.0000000;562
BTCUSD;D;20161205;000000;769.0000000;770.0000000;745.9280000;752.0790000;1724
BTCUSD;D;20161206;000000;752.0790000;760.0300000;750.1010000;758.3830000;1158
BTCUSD;D;20161207;000000;758.0000000;770.0000000;753.7790000;765.0110000;812
BTCUSD;D;20161208;000000;765.0080000;779.4990000;762.0010000;768.2880000;802
BTCUSD;D;20161209;000000;768.8340000;774.9990000;767.0000000;771.6680000;814
BTCUSD;D;20161210;000000;773.5880000;778.5550000;771.2390000;775.0000000;695
BTCUSD;D;20161211;000000;775.4210000;775.4210000;762.0200000;771.6810000;628
BTCUSD;D;20161212;000000;771.3250000;783.2630000;768.7020000;778.0740000;1031
BTCUSD;D;20161213;000000;778.2260000;789.0000000;770.0010000;778.7200000;1061
BTCUSD;D;20161214;000000;778.0000000;783.0860000;774.0000000;777.5590000;912
BTCUSD;D;20161215;000000;777.5600000;781.4980000;776.5260000;778.1100000;757
BTCUSD;D;20161216;000000;778.5000000;785.9790000;776.0000000;785.4100000;1067
BTCUSD;D;20161217;000000;785.4100000;795.0000000;785.3300000;792.9690000;628
BTCUSD;D;20161218;000000;792.9890000;794.4400000;786.5000000;794.2110000;368
BTCUSD;D;20161219;000000;791.3710000;794.4400000;790.5000000;792.5400000;652
BTCUSD;D;20161220;000000;791.6860000;806.0990000;790.0000000;801.2490000;1205
BTCUSD;D;20161221;000000;800.1990000;830.0000000;796.4740000;830.0000000;1935
BTCUSD;D;20161222;000000;829.9990000;877.9940000;826.0200000;860.0000000;2489
BTCUSD;D;20161223;000000;860.0700000;922.9300000;859.0100000;918.1900000;4130
BTCUSD;D;20161224;000000;918.2000000;923.8690000;884.3300000;895.4700000;1563
BTCUSD;D;20161225;000000;895.3990000;900.3440000;853.3680000;896.7990000;1643
BTCUSD;D;20161226;000000;896.7200000;917.5300000;888.9600000;901.5010000;1837
BTCUSD;D;20161227;000000;904.6090000;939.0000000;900.0000000;933.0000000;1773
BTCUSD;D;20161228;000000;936.9340000;979.9900000;935.3500000;978.0010000;3290
BTCUSD;D;20161229;000000;979.8700000;982.0000000;950.0000000;974.3200000;2551
BTCUSD;D;20161230;000000;974.3200000;974.3200000;920.0170000;960.7690000;2162
BTCUSD;D;20161231;000000;960.6600000;971.7260000;940.0130000;967.4500000;780
BTCUSD;D;20170101;000000;968.7500000;1010.0000000;961.3700000;996.1210000;1478
BTCUSD;D;20170102;000000;999.4970000;1034.9310000;997.0200000;1017.7910000;2307
BTCUSD;D;20170103;000000;1019.9970000;1039.8380000;1010.0000000;1038.2500000;1670
BTCUSD;D;20170104;000000;1039.3090000;1150.0000000;997.2300000;1133.2190000;5566
BTCUSD;D;20170105;000000;1133.2190000;1156.9000000;879.0100000;1005.9900000;8500
BTCUSD;D;20170106;000000;1004.4100000;1059.1960000;868.3840000;895.7230000;5749
BTCUSD;D;20170107;000000;898.4300000;912.6680000;804.0000000;908.0000000;5258
BTCUSD;D;20170108;000000;912.6540000;939.9980000;890.0000000;916.9390000;1998
BTCUSD;D;20170109;000000;913.1210000;916.8290000;878.0000000;905.0100000;1317
BTCUSD;D;20170110;000000;905.0620000;916.6870000;898.1000000;909.5170000;1198
BTCUSD;D;20170111;000000;909.9990000;924.5900000;765.4320000;789.8840000;9818
BTCUSD;D;20170112;000000;783.0000000;837.9990000;756.0010000;807.7940000;4235
BTCUSD;D;20170113;000000;809.9790000;839.0000000;776.8100000;832.9000000;2988
BTCUSD;D;20170114;000000;834.0000000;846.9460000;811.0000000;818.6510000;1682
BTCUSD;D;20170115;000000;821.5590000;833.0000000;811.9300000;827.1390000;1183
BTCUSD;D;20170116;000000;825.9510000;840.6000000;822.1450000;832.8060000;1343
BTCUSD;D;20170117;000000;834.6340000;920.0000000;832.9800000;906.3930000;4617
BTCUSD;D;20170118;000000;909.2700000;917.0000000;852.1110000;892.3110000;3304
BTCUSD;D;20170119;000000;892.4020000;909.0000000;888.0000000;900.1100000;2526
BTCUSD;D;20170120;000000;900.2380000;907.1040000;885.0000000;898.6190000;1626
BTCUSD;D;20170121;000000;896.5890000;928.0810000;896.0820000;925.2980000;2087
